Capacity, Server threads, Client threads, Time taken in seconds,Throughput in MOPs
4194304,21,42,0.270638572,15.497805686027634
4194304,21,43,0.275980872,15.19780689728381
4194304,21,45,0.26525332,15.81244675844208
4194304,21,46,0.267364222,15.687603855986385
4194304,21,48,0.257075106,16.315480970763463
4194304,21,52,0.252423918,16.616111631703614
4194304,21,53,0.243613987,17.217008151506505
4194304,21,54,0.239297195,17.527593668617804
4194304,22,1,4.363489185,0.9612270873544059
4194304,22,2,2.36681686,1.7721286639812086
4194304,22,3,1.645581974,2.5488271421718918
4194304,22,4,1.2850765929999999,3.263855261894106
4194304,22,5,1.047662803,4.003486606558465
4194304,22,6,0.899904885,4.660830349865253
4194304,22,7,0.807477007,5.194332425121301
4194304,22,9,0.6473001,6.4796900232210675
4194304,22,10,0.60168463,6.970934258367211
4194304,22,11,0.563007186,7.449823207052281
4194304,22,12,0.524474849,7.997149926249372
4194304,22,13,0.497112619,8.437331581799977
4194304,22,14,0.466011825,9.00042396992823
4194304,22,15,0.471644695,8.892931574264818
4194304,22,17,0.437135419,9.594976333866919
4194304,22,18,0.416619231,10.067475737815858
4194304,22,20,0.394884635,10.621593316741736
4194304,22,21,0.380027708,11.036837345554813
4194304,22,22,0.367535992,11.411954451524846
4194304,22,23,0.378841433,11.071397251313849
4194304,22,24,0.385279943,10.886380348120015
4194304,22,25,0.366007562,11.459610225211685
4194304,22,26,0.353645128,11.86020580495598
4194304,22,27,0.343893066,12.1965355358459
4194304,22,28,0.338284166,12.398759450065423
4194304,22,29,0.32533824,12.89213343011876
4194304,22,31,0.313029477,13.399070401283646
4194304,22,32,0.305532132,13.72786545409895
4194304,22,33,0.295298747,14.20359565562261
4194304,22,34,0.286490319,14.640299241664776
4194304,22,35,0.284714947,14.731590470380187
4194304,22,37,0.292954804,14.317239187516448
4194304,22,38,0.284253597,14.755500174022423
4194304,22,39,0.280898394,14.931747883186546
4194304,22,40,0.274907081,15.257169748930549
4194304,22,41,0.274981574,15.253036554369274
4194304,22,42,0.268945092,15.595391493517196
4194304,22,44,0.258708008,16.21250162461148
4194304,22,46,0.264633893,15.849458859753842
4194304,22,47,0.261466654,16.041449017816245
4194304,22,48,0.25714303,16.311171257490432
4194304,22,49,0.24944485,16.814554399499528
4194304,22,50,0.246630409,17.006434920196725
4194304,22,51,0.246743127,16.99866598513198
4194304,22,53,0.235914296,17.778931040279137
4194304,22,55,0.232131194,18.068678869587856
4194304,22,56,0.226701132,18.50146915014081
4194304,23,1,4.419976482,0.9489426057086429
4194304,23,2,2.35346278,1.7821841227503923
4194304,23,3,1.665034317,2.519049581847147
4194304,23,4,1.28021483,3.2762501274883684
4194304,23,5,1.051331031,3.9895179313888245
4194304,23,6,0.903879185,4.64033697158321
4194304,23,7,0.813253983,5.157434316555939
4194304,23,8,0.705354237,5.946379535251874
4194304,23,9,0.644816937,6.504643037935587
4194304,23,10,0.604006779,6.944133982973062
4194304,23,11,0.563034776,7.449458148567364
4194304,23,12,0.523448254,8.01283406325012
4194304,23,13,0.494933432,8.474481069203666
4194304,23,14,0.483798343,8.669529486172713
4194304,23,15,0.468178188,8.958777037259155
4194304,23,16,0.453241861,9.254008424433682
4194304,23,17,0.436911498,9.599893843947315
4194304,23,18,0.42342357,9.905693251795123
4194304,23,19,0.411396706,10.19527852029034
4194304,23,20,0.395692681,10.59990290798429
4194304,23,21,0.382323302,10.970568568692682
4194304,23,22,0.369727837,11.344301348886532
4194304,23,23,0.366410162,11.447018764725199
4194304,23,24,0.37003932,11.334752209576
4194304,23,25,0.366616492,11.440576437570625
4194304,23,26,0.358320578,11.705451089108257
4194304,23,27,0.345389769,12.143683387448572
4194304,23,28,0.34242483,12.248831371253072
4194304,23,29,0.327787176,12.795814806373022
4194304,23,30,0.318577691,13.165717871939753
4194304,23,31,0.312451733,13.423846172106204
32768,1,1,0.013884475,2.3600460226259905
32768,1,1,0.014150748,2.3156373076532777
32768,1,1,0.013934662,2.3515460941930275
1048576,2,2,1.799713917,0.5826348232878614
1048576,3,3,1.6707205250000001,0.6276190328122053
1048576,3,3,1.6669967749999999,0.6290210129530694
